15.0061	0	536
15.0127	536	1072
15.0196	1072	1608
15.0283	1608	2144
15.0358	2144	1072
15.0513	1072	1340
15.0603	1340	1554
15.0673	1554	1738
15.0763	1738	1903
15.0828	1903	2053
15.0918	2053	2192
15.0983	2192	2323
15.0993	2323	2446
15.1083	2446	2563
15.1092	2563	2675
15.1153	2675	2782
15.1162	2782	2885
15.1243	2885	2984
15.1252	2984	3080
15.1308	3080	3173
15.1318	3173	3263
15.1398	3263	3351
15.1408	3351	3436
15.1417	3436	3519
15.1466	3519	3600
15.151	3600	3679
15.1519	3679	3757
15.158	3757	3833
15.167	3833	3907
15.1679	3907	3980
15.1687	3980	4052
15.183	4052	4122
15.1839	4122	4191
15.1847	4191	4259
15.199	4259	4326
15.1999	4326	4392
15.2007	4392	4457
15.215	4457	4521
15.2159	4521	4584
15.2167	4584	4646
15.231	4646	4707
15.2319	4707	4768
15.2327	4768	4828
15.247	4828	4887
15.2479	4887	4945
15.2487	4945	5003
15.263	5003	5060
15.2639	5060	5116
15.2647	5116	5172
15.279	5172	5227
15.2799	5227	5281
15.2807	5281	5335
15.295	5335	5388
15.2959	5388	5441
15.2967	5441	5493
15.311	5493	5545
15.3119	5545	5596
15.3127	5596	5647
15.327	5647	5697
15.3279	5697	5747
15.3287	5747	5796
15.343	5796	5845
15.3439	5845	5894
15.3447	5894	5942
15.359	5942	5990
15.3599	5990	6037
15.3607	6037	6084
15.375	6084	6131
15.3759	6131	6177
15.3767	6177	6223
15.391	6223	6269
15.3919	6269	6314
15.3927	6314	6359
15.407	6359	6404
15.4079	6404	6448
15.4087	6448	6492
15.423	6492	6536
15.4239	6536	6579
15.4247	6579	6622
15.439	6622	6665
15.4399	6665	6708
15.455	6708	1072
15.471	1072	1340
15.478	1340	1554
15.4848	1554	1738
15.492	1738	1903
15.4985	1903	2053
15.5078	2053	2192
15.5143	2192	2323
15.5153	2323	2446
15.5243	2446	2563
15.5252	2563	2675
15.5313	2675	2782
15.5345	2782	2885
15.5408	2885	2984
15.5417	2984	3080
15.5505	3080	3173
15.5515	3173	3263
15.5524	3263	3351
15.5665	3351	3436
15.5675	3436	3519
15.5684	3519	3600
15.5825	3600	3679
15.5835	3679	3757
15.5844	3757	3833
15.5985	3833	3907
15.5995	3907	3980
15.6004	3980	4052
15.6145	4052	4122
15.6155	4122	4191
15.6164	4191	4259
15.6305	4259	4326
15.6315	4326	4392
15.6324	4392	4457
15.6465	4457	4521
15.6475	4521	4584
15.6484	4584	4646
15.6625	4646	4707
15.6635	4707	4768
15.6644	4768	4828
15.6785	4828	4887
15.6795	4887	4945
15.6804	4945	5003
15.6945	5003	5060
15.6955	5060	5116
15.6964	5116	5172
15.7105	5172	5227
15.7115	5227	5281
15.7124	5281	5335
15.7265	5335	5388
15.7275	5388	5441
15.7284	5441	5493
15.7425	5493	5545
15.7435	5545	5596
15.7444	5596	5647
15.7585	5647	5697
15.7595	5697	5747
15.7604	5747	5796
15.7745	5796	5845
15.7755	5845	5894
15.7764	5894	5942
15.7905	5942	5990
15.7915	5990	6037
15.7924	6037	6084
15.8065	6084	6131
15.8075	6131	6177
15.8084	6177	6223
15.8225	6223	6269
15.8235	6269	6314
15.8244	6314	6359
15.8385	6359	6404
15.8395	6404	6448
15.8404	6448	6492
15.8545	6492	6536
15.8555	6536	6579
15.8564	6579	6622
15.8705	6622	6665
15.8715	6665	6708
15.8724	6708	6750
15.8865	6750	6792
15.8875	6792	6834
15.8884	6834	6876
15.9025	6876	6917
15.9035	6917	6958
15.9044	6958	6999
15.9185	6999	7040
15.9195	7040	7080
15.9204	7080	7120
15.9345	7120	7160
15.9355	7160	7200
15.9364	7200	7239
15.9505	7239	7278
15.9515	7278	7317
15.9524	7317	7356
15.9665	7356	7395
15.9675	7395	7433
15.9684	7433	7471
15.9825	7471	7509
15.9835	7509	7547
15.9844	7547	7585
15.9985	7585	7622
15.9995	7622	7659
16.0004	7659	7696
16.0145	7696	7733
16.0155	7733	7770
16.0164	7770	7806
16.0305	7806	7842
16.0315	7842	7878
16.0324	7878	7914
16.0465	7914	7950
16.0475	7950	7986
16.0484	7986	8021
16.0625	8021	8056
16.0635	8056	8091
16.0644	8091	8126
16.0785	8126	8161
16.0795	8161	8196
16.0804	8196	8231
16.0945	8231	8265
16.0955	8265	8299
16.0964	8299	8333
16.1105	8333	8367
16.1115	8367	8401
16.1124	8401	8435
16.1265	8435	8469
16.1275	8469	8502
16.1284	8502	8535
16.1425	8535	8568
16.1435	8568	8601
16.1444	8601	8634
16.1585	8634	8667
16.1595	8667	8700
16.1604	8700	8733
16.1745	8733	8765
16.1755	8765	8797
16.1764	8797	8829
16.1905	8829	8861
16.1915	8861	8893
16.1924	8893	8925
16.2065	8925	8957
16.2075	8957	8989
16.2084	8989	9020
16.2225	9020	9051
16.2235	9051	9082
16.2244	9082	9113
16.2385	9113	9144
16.2395	9144	9175
16.2404	9175	9206
16.2545	9206	9237
16.2555	9237	9268
16.2564	9268	9298
16.2705	9298	9328
16.2715	9328	9358
16.2724	9358	9388
16.2865	9388	9418
16.2875	9418	9448
16.2884	9448	9478
16.3025	9478	9508
16.3035	9508	9538
16.3044	9538	9568
16.3185	9568	9598
16.3195	9598	9627
