1.00612	0	536
1.01281	536	821
1.21946	821	1007
1.4261	1007	1159
1.43334	1159	1291
1.44057	1291	1409
1.4478	1409	1517
1.45504	1517	1618
1.46227	1618	1712
1.46892	1712	1801
1.47556	1801	1886
1.4822	1886	1967
1.48885	1967	2044
1.49549	2044	2118
1.50214	2118	2190
1.50878	2190	2259
1.50996	2259	2326
1.51601	2326	2391
1.51719	2391	2455
1.52444	2455	1072
1.53773	1072	1340
1.54497	1340	1608
1.5522	1608	1876
1.55884	1876	2144
1.56549	2144	2412
1.56667	2412	2680
1.57272	2680	2948
1.5739	2948	3216
1.57937	3216	3484
1.58055	3484	3752
1.58173	3752	4020
1.5866	4020	4288
1.58778	4288	4556
1.58896	4556	4824
1.59324	4824	5092
1.59442	5092	5360
1.5956	5360	5628
1.59678	5628	5896
1.59989	5896	6164
1.60107	6164	6432
1.60225	6432	6700
1.60343	6700	6968
1.60461	6968	7236
1.60653	7236	7504
1.60771	7504	7772
1.60889	7772	8040
1.61007	8040	8308
1.61125	8308	8576
1.61243	8576	8844
1.6148	8844	3752
1.62794	3752	4020
1.62912	4020	4288
1.6303	4288	4556
1.63341	4556	4824
1.63518	4824	5092
1.63636	5092	5360
1.63754	5360	5628
1.64064	5628	5896
1.64182	5896	6164
1.643	6164	6432
1.64418	6432	6700
1.64536	6700	6968
1.64787	6968	7236
1.64905	7236	7504
1.65023	7504	7772
1.65141	7772	8040
1.65259	8040	8308
1.65377	8308	8576
1.65448	8576	8844
1.65566	8844	9112
1.65684	9112	9380
1.65781	9380	9648
1.67923	9648	9916
1.68041	9916	10184
1.68138	10184	10452
1.70323	10452	10720
1.70441	10720	10988
1.70538	10988	11256
1.72723	11256	11524
1.72841	11524	11792
1.72938	11792	12060
1.75123	12060	12328
1.75241	12328	12596
1.75338	12596	12864
1.77523	12864	13132
1.77641	13132	13400
1.77738	13400	13668
1.79923	13668	13936
1.80041	13936	14204
1.80138	14204	14472
1.82323	14472	14740
1.82441	14740	15008
1.82538	15008	15276
1.84723	15276	15544
1.84841	15544	15812
1.84938	15812	16080
1.87123	16080	16348
1.87241	16348	16616
1.87338	16616	16884
1.89523	16884	17152
1.89641	17152	17420
1.89738	17420	17688
1.91923	17688	17956
1.92041	17956	18224
